"date","dose","age_group","number"
2021-10-20,"dose1","70+",5
2021-10-21,"dose1","70+",6
2021-10-22,"dose1","70+",3
2021-10-25,"dose1","70+",6
2021-10-26,"dose1","70+",2
2021-10-27,"dose1","70+",11
2021-10-28,"dose1","70+",3
2021-10-29,"dose1","70+",3
2021-10-30,"dose1","70+",2
2021-10-31,"dose1","70+",1
2021-11-02,"dose1","70+",6
2021-11-03,"dose1","70+",8
2021-11-04,"dose1","70+",6
2021-11-05,"dose1","70+",9
2021-11-06,"dose1","70+",5
2021-11-08,"dose1","70+",12
2021-11-09,"dose1","70+",5
2021-11-10,"dose1","70+",8
2021-11-12,"dose1","70+",5
2021-11-13,"dose1","70+",1
2021-11-15,"dose1","70+",12
2021-11-16,"dose1","70+",8
2021-11-17,"dose1","70+",7
2021-11-18,"dose1","70+",15
2021-11-19,"dose1","70+",13
2021-11-20,"dose1","70+",5
2021-11-22,"dose1","70+",17
2021-11-23,"dose1","70+",5
2021-11-24,"dose1","70+",8
2021-11-25,"dose1","70+",18
2021-11-26,"dose1","70+",11
2021-11-27,"dose1","70+",10
2021-11-29,"dose1","70+",25
2021-11-30,"dose1","70+",10
2021-12-01,"dose1","70+",17
2021-12-02,"dose1","70+",12
2021-12-03,"dose1","70+",26
2021-12-04,"dose1","70+",13
2021-12-06,"dose1","70+",10
2021-12-07,"dose1","70+",15
2021-12-08,"dose1","70+",19
2021-12-09,"dose1","70+",13
2021-12-10,"dose1","70+",4
2021-12-11,"dose1","70+",8
2021-12-12,"dose1","70+",1
2021-12-13,"dose1","70+",10
2021-12-14,"dose1","70+",10
2021-12-15,"dose1","70+",13
2021-12-16,"dose1","70+",18
2021-12-17,"dose1","70+",15
2021-12-18,"dose1","70+",8
2021-12-19,"dose1","70+",1
2021-12-20,"dose1","70+",15
2021-12-21,"dose1","70+",15
2021-12-22,"dose1","70+",14
2021-12-23,"dose1","70+",9
2021-12-24,"dose1","70+",2
2021-12-27,"dose1","70+",10
2021-12-28,"dose1","70+",12
2021-12-29,"dose1","70+",5
2021-12-30,"dose1","70+",8
2021-12-31,"dose1","70+",1
2022-01-03,"dose1","70+",7
2022-01-04,"dose1","70+",4
2022-01-05,"dose1","70+",4
2022-01-06,"dose1","70+",3
2022-01-08,"dose1","70+",2
2022-01-09,"dose1","70+",1
2022-01-10,"dose1","70+",1
2022-01-11,"dose1","70+",7
2022-01-12,"dose1","70+",6
2022-01-13,"dose1","70+",2
2022-01-14,"dose1","70+",3
2022-01-15,"dose1","70+",4
2022-01-16,"dose1","70+",3
2022-01-17,"dose1","70+",4
2022-01-18,"dose1","70+",2
2022-01-19,"dose1","70+",4
2022-01-20,"dose1","70+",6
2022-01-21,"dose1","70+",5
2022-01-22,"dose1","70+",9
2022-01-24,"dose1","70+",5
2022-01-25,"dose1","70+",13
2022-01-26,"dose1","70+",3
2022-01-27,"dose1","70+",3
2022-01-28,"dose1","70+",10
2022-01-29,"dose1","70+",3
2022-01-31,"dose1","70+",3
2022-02-01,"dose1","70+",4
2022-02-02,"dose1","70+",10
2022-02-03,"dose1","70+",4
2022-02-05,"dose1","70+",1
2022-02-07,"dose1","70+",3
2022-02-08,"dose1","70+",8
2022-02-09,"dose1","70+",3
2022-02-10,"dose1","70+",4
2022-02-11,"dose1","70+",7
2022-02-12,"dose1","70+",1
2022-02-14,"dose1","70+",3
2022-02-15,"dose1","70+",1
2022-02-16,"dose1","70+",3
2022-02-17,"dose1","70+",3
2022-02-18,"dose1","70+",2
2022-02-21,"dose1","70+",3
2022-02-23,"dose1","70+",2
2022-02-24,"dose1","70+",1
2022-03-01,"dose1","70+",2
2022-03-02,"dose1","70+",3
2022-03-03,"dose1","70+",1
2022-03-14,"dose1","70+",1
2022-03-17,"dose1","70+",1
2022-03-21,"dose1","70+",1
2022-03-24,"dose1","70+",1
2022-04-04,"dose1","70+",2
2022-04-12,"dose1","70+",1
2022-04-13,"dose1","70+",1
2022-04-14,"dose1","70+",2
2022-04-19,"dose1","70+",1
2022-04-21,"dose1","70+",2
2022-04-25,"dose1","70+",1
2022-04-26,"dose1","70+",3
2022-04-28,"dose1","70+",1
2022-05-02,"dose1","70+",1
2022-05-07,"dose1","70+",1
2022-05-10,"dose1","70+",1
2022-05-12,"dose1","70+",1
2022-05-13,"dose1","70+",1
2022-05-15,"dose1","70+",2
2022-05-16,"dose1","70+",1
2022-05-17,"dose1","70+",2
2022-05-19,"dose1","70+",1
2022-05-24,"dose1","70+",1
2022-05-25,"dose1","70+",6
2022-06-01,"dose1","70+",1
2022-06-02,"dose1","70+",1
2022-06-03,"dose1","70+",1
2021-02-02,"dose2","70+",18
2021-02-03,"dose2","70+",30
2021-02-04,"dose2","70+",29
2021-02-05,"dose2","70+",35
2021-02-08,"dose2","70+",97
2021-02-09,"dose2","70+",81
2021-02-10,"dose2","70+",83
2021-02-11,"dose2","70+",89
2021-02-12,"dose2","70+",84
2021-02-14,"dose2","70+",1
2021-02-15,"dose2","70+",126
2021-02-16,"dose2","70+",125
2021-02-17,"dose2","70+",159
2021-02-18,"dose2","70+",135
2021-02-19,"dose2","70+",135
2021-02-22,"dose2","70+",123
2021-02-23,"dose2","70+",121
2021-02-24,"dose2","70+",202
2021-02-25,"dose2","70+",214
2021-02-26,"dose2","70+",151
2021-03-01,"dose2","70+",160
2021-03-02,"dose2","70+",168
2021-03-03,"dose2","70+",120
2021-03-04,"dose2","70+",114
2021-03-05,"dose2","70+",1
2021-03-06,"dose2","70+",2
2021-03-08,"dose2","70+",184
2021-03-09,"dose2","70+",155
2021-03-10,"dose2","70+",100
2021-03-11,"dose2","70+",103
2021-03-12,"dose2","70+",100
2021-03-13,"dose2","70+",1
2021-03-15,"dose2","70+",89
2021-03-16,"dose2","70+",110
2021-03-17,"dose2","70+",55
2021-03-18,"dose2","70+",63
2021-03-19,"dose2","70+",72
2021-03-22,"dose2","70+",76
2021-03-23,"dose2","70+",112
2021-03-24,"dose2","70+",147
2021-03-25,"dose2","70+",96
2021-03-26,"dose2","70+",59
2021-03-28,"dose2","70+",1
2021-03-29,"dose2","70+",62
2021-03-30,"dose2","70+",174
2021-03-31,"dose2","70+",164
2021-04-01,"dose2","70+",188
2021-04-06,"dose2","70+",187
2021-04-07,"dose2","70+",191
2021-04-08,"dose2","70+",150
2021-04-09,"dose2","70+",161
2021-04-10,"dose2","70+",71
2021-04-11,"dose2","70+",57
2021-04-12,"dose3","70+",1
2021-04-12,"dose2","70+",141
2021-04-13,"dose2","70+",117
2021-04-14,"dose3","70+",2
2021-04-14,"dose2","70+",152
2021-04-15,"dose2","70+",155
2021-04-16,"dose2","70+",116
2021-04-17,"dose2","70+",10
2021-04-18,"dose2","70+",3
2021-04-19,"dose2","70+",94
2021-04-20,"dose3","70+",1
2021-04-20,"dose2","70+",133
2021-04-21,"dose2","70+",99
2021-04-22,"dose2","70+",105
2021-04-23,"dose2","70+",37
2021-04-24,"dose2","70+",26
2021-04-25,"dose2","70+",14
2021-04-26,"dose2","70+",40
2021-04-27,"dose3","70+",12
2021-04-27,"dose2","70+",58
2021-04-28,"dose3","70+",10
2021-04-28,"dose2","70+",61
2021-04-29,"dose3","70+",7
2021-04-29,"dose2","70+",61
2021-04-30,"dose3","70+",11
2021-04-30,"dose2","70+",50
2021-05-02,"dose2","70+",46
2021-05-03,"dose2","70+",59
2021-05-04,"dose3","70+",2
2021-05-04,"dose2","70+",58
2021-05-05,"dose3","70+",2
2021-05-05,"dose2","70+",82
2021-05-06,"dose3","70+",1
2021-05-06,"dose2","70+",97
2021-05-07,"dose3","70+",1
2021-05-07,"dose2","70+",64
2021-05-08,"dose2","70+",29
2021-05-09,"dose2","70+",1
2021-05-10,"dose2","70+",53
2021-05-11,"dose3","70+",2
2021-05-11,"dose2","70+",62
2021-05-12,"dose3","70+",1
2021-05-12,"dose2","70+",65
2021-05-13,"dose2","70+",19
2021-05-14,"dose2","70+",65
2021-05-15,"dose2","70+",79
2021-05-16,"dose2","70+",29
2021-05-17,"dose3","70+",1
2021-05-17,"dose2","70+",62
2021-05-18,"dose3","70+",1
2021-05-18,"dose2","70+",51
2021-05-19,"dose2","70+",55
2021-05-20,"dose3","70+",1
2021-05-20,"dose2","70+",92
2021-05-21,"dose2","70+",71
2021-05-22,"dose2","70+",46
2021-05-23,"dose2","70+",1
2021-05-24,"dose2","70+",1
2021-05-25,"dose3","70+",1
2021-05-25,"dose2","70+",72
2021-05-26,"dose2","70+",79
2021-05-27,"dose2","70+",66
2021-05-28,"dose2","70+",50
2021-05-29,"dose2","70+",10
2021-05-31,"dose2","70+",39
2021-06-01,"dose3","70+",1
2021-06-01,"dose2","70+",58
2021-06-02,"dose2","70+",41
2021-06-03,"dose2","70+",30
2021-06-04,"dose3","70+",1
2021-06-04,"dose2","70+",32
2021-06-05,"dose2","70+",13
2021-06-06,"dose2","70+",2
2021-06-07,"dose2","70+",39
2021-06-08,"dose3","70+",1
2021-06-08,"dose2","70+",34
2021-06-09,"dose2","70+",63
2021-06-10,"dose3","70+",2
2021-06-10,"dose2","70+",67
2021-06-11,"dose3","70+",2
2021-06-11,"dose2","70+",35
2021-06-12,"dose3","70+",1
2021-06-12,"dose2","70+",22
2021-06-14,"dose2","70+",33
2021-06-15,"dose3","70+",1
2021-06-15,"dose2","70+",50
2021-06-16,"dose3","70+",1
2021-06-16,"dose2","70+",33
2021-06-17,"dose2","70+",49
2021-06-18,"dose2","70+",24
2021-06-19,"dose2","70+",5
2021-06-21,"dose3","70+",1
2021-06-21,"dose2","70+",39
2021-06-22,"dose2","70+",32
2021-06-23,"dose2","70+",37
2021-06-24,"dose3","70+",1
2021-06-24,"dose2","70+",21
2021-06-25,"dose2","70+",26
2021-06-26,"dose2","70+",1
2021-06-28,"dose3","70+",1
2021-06-28,"dose2","70+",32
2021-06-30,"dose2","70+",27
2021-07-01,"dose2","70+",23
2021-07-02,"dose3","70+",1
2021-07-02,"dose2","70+",19
2021-07-03,"dose2","70+",4
2021-07-04,"dose2","70+",1
2021-07-05,"dose2","70+",17
2021-07-06,"dose3","70+",2
2021-07-06,"dose2","70+",29
2021-07-07,"dose3","70+",3
2021-07-07,"dose2","70+",24
2021-07-08,"dose2","70+",26
2021-07-09,"dose2","70+",36
2021-07-10,"dose2","70+",26
2021-07-11,"dose2","70+",1
2021-07-12,"dose3","70+",1
2021-07-12,"dose2","70+",18
2021-07-13,"dose3","70+",2
2021-07-13,"dose2","70+",23
2021-07-15,"dose2","70+",18
2021-07-16,"dose3","70+",2
2021-07-16,"dose2","70+",22
2021-07-17,"dose2","70+",4
2021-07-18,"dose2","70+",2
2021-07-19,"dose2","70+",21
2021-07-20,"dose2","70+",17
2021-07-21,"dose2","70+",12
2021-07-22,"dose2","70+",17
2021-07-23,"dose2","70+",17
2021-07-24,"dose2","70+",3
2021-07-26,"dose3","70+",2
2021-07-26,"dose2","70+",24
2021-07-27,"dose2","70+",21
2021-07-28,"dose2","70+",23
2021-07-29,"dose2","70+",14
2021-07-30,"dose3","70+",2
2021-07-30,"dose2","70+",30
2021-07-31,"dose2","70+",42
2021-08-02,"dose2","70+",46
2021-08-03,"dose3","70+",2
2021-08-03,"dose2","70+",47
2021-08-04,"dose3","70+",3
2021-08-04,"dose2","70+",40
2021-08-05,"dose3","70+",2
2021-08-05,"dose2","70+",33
2021-08-06,"dose3","70+",3
2021-08-06,"dose2","70+",40
2021-08-07,"dose3","70+",1
2021-08-07,"dose2","70+",18
2021-08-08,"dose2","70+",12
2021-08-09,"dose3","70+",3
2021-08-09,"dose2","70+",44
2021-08-10,"dose3","70+",1
2021-08-10,"dose2","70+",61
2021-08-11,"dose3","70+",1
2021-08-11,"dose2","70+",51
2021-08-12,"dose3","70+",1
2021-08-12,"dose2","70+",52
2021-08-13,"dose3","70+",3
2021-08-13,"dose2","70+",39
2021-08-14,"dose3","70+",1
2021-08-14,"dose2","70+",34
2021-08-16,"dose3","70+",1
2021-08-16,"dose2","70+",36
2021-08-17,"dose2","70+",41
2021-08-18,"dose3","70+",2
2021-08-18,"dose2","70+",43
2021-08-19,"dose3","70+",3
2021-08-19,"dose2","70+",53
2021-08-20,"dose3","70+",7
2021-08-20,"dose2","70+",68
2021-08-21,"dose3","70+",3
2021-08-21,"dose2","70+",54
2021-08-22,"dose2","70+",1
2021-08-23,"dose2","70+",93
2021-08-24,"dose3","70+",4
2021-08-24,"dose2","70+",75
2021-08-25,"dose3","70+",1
2021-08-25,"dose2","70+",63
2021-08-26,"dose3","70+",4
2021-08-26,"dose2","70+",75
2021-08-27,"dose3","70+",8
2021-08-27,"dose2","70+",74
2021-08-28,"dose3","70+",3
2021-08-28,"dose2","70+",51
2021-08-29,"dose3","70+",5
2021-08-29,"dose2","70+",15
2021-08-30,"dose3","70+",6
2021-08-30,"dose2","70+",68
2021-08-31,"dose3","70+",4
2021-08-31,"dose2","70+",56
2021-09-01,"dose3","70+",23
2021-09-01,"dose2","70+",81
2021-09-02,"dose3","70+",9
2021-09-02,"dose2","70+",76
2021-09-03,"dose3","70+",16
2021-09-03,"dose2","70+",74
2021-09-04,"dose3","70+",7
2021-09-04,"dose2","70+",56
2021-09-05,"dose3","70+",1
2021-09-06,"dose3","70+",19
2021-09-06,"dose2","70+",58
2021-09-07,"dose3","70+",18
2021-09-07,"dose2","70+",42
2021-09-08,"dose3","70+",15
2021-09-08,"dose2","70+",58
2021-09-09,"dose3","70+",22
2021-09-09,"dose2","70+",68
2021-09-10,"dose3","70+",29
2021-09-10,"dose2","70+",58
2021-09-11,"dose3","70+",11
2021-09-11,"dose2","70+",49
2021-09-12,"dose3","70+",2
2021-09-12,"dose2","70+",1
2021-09-13,"dose3","70+",53
2021-09-13,"dose2","70+",71
2021-09-14,"dose3","70+",67
2021-09-14,"dose2","70+",55
2021-09-15,"dose3","70+",63
2021-09-15,"dose2","70+",43
2021-09-16,"dose3","70+",45
2021-09-16,"dose2","70+",49
2021-09-17,"dose3","70+",50
2021-09-17,"dose2","70+",55
2021-09-18,"dose3","70+",29
2021-09-18,"dose2","70+",33
2021-09-19,"dose3","70+",1
2021-09-20,"dose3","70+",47
2021-09-20,"dose2","70+",52
2021-09-21,"dose3","70+",46
2021-09-21,"dose2","70+",25
2021-09-22,"dose3","70+",43
2021-09-22,"dose2","70+",41
2021-09-23,"dose3","70+",57
2021-09-23,"dose2","70+",36
2021-09-24,"dose3","70+",56
2021-09-24,"dose2","70+",16
2021-09-25,"dose3","70+",12
2021-09-25,"dose2","70+",7
2021-09-27,"dose3","70+",41
2021-09-27,"dose2","70+",17
2021-09-28,"dose3","70+",37
2021-09-28,"dose2","70+",27
2021-09-29,"dose3","70+",41
2021-09-29,"dose2","70+",12
2021-09-30,"dose3","70+",62
2021-09-30,"dose2","70+",37
2021-10-01,"dose3","70+",87
2021-10-01,"dose2","70+",27
2021-10-02,"dose3","70+",15
2021-10-02,"dose2","70+",12
2021-10-04,"dose3","70+",128
2021-10-04,"dose2","70+",24
2021-10-05,"dose3","70+",120
2021-10-05,"dose2","70+",23
2021-10-06,"dose3","70+",157
2021-10-06,"dose2","70+",17
2021-10-07,"dose3","70+",137
2021-10-07,"dose2","70+",21
2021-10-08,"dose3","70+",115
2021-10-08,"dose2","70+",16
2021-10-09,"dose3","70+",82
2021-10-09,"dose2","70+",14
2021-10-10,"dose3","70+",7
2021-10-10,"dose2","70+",2
2021-10-11,"dose3","70+",149
2021-10-11,"dose2","70+",13
2021-10-12,"dose3","70+",129
2021-10-12,"dose2","70+",14
2021-10-13,"dose3","70+",114
2021-10-13,"dose2","70+",12
2021-10-14,"dose3","70+",141
2021-10-14,"dose2","70+",11
2021-10-15,"dose3","70+",91
2021-10-15,"dose2","70+",11
2021-10-16,"dose3","70+",14
2021-10-16,"dose2","70+",1
2021-10-18,"dose3","70+",97
2021-10-18,"dose2","70+",8
2021-10-19,"dose3","70+",113
2021-10-19,"dose2","70+",10
2021-10-20,"dose3","70+",81
2021-10-20,"dose2","70+",11
2021-10-21,"dose3","70+",105
2021-10-21,"dose2","70+",9
2021-10-22,"dose3","70+",68
2021-10-22,"dose2","70+",9
2021-10-23,"dose3","70+",42
2021-10-23,"dose2","70+",4
2021-10-25,"dose3","70+",67
2021-10-25,"dose2","70+",14
2021-10-26,"dose3","70+",67
2021-10-26,"dose2","70+",11
2021-10-27,"dose3","70+",67
2021-10-27,"dose2","70+",8
2021-10-28,"dose3","70+",74
2021-10-28,"dose2","70+",5
2021-10-29,"dose3","70+",49
2021-10-29,"dose2","70+",8
2021-10-30,"dose3","70+",11
2021-10-30,"dose2","70+",9
2021-10-31,"dose3","70+",5
2021-10-31,"dose2","70+",2
2021-11-02,"dose3","70+",83
2021-11-02,"dose2","70+",18
2021-11-03,"dose3","70+",85
2021-11-03,"dose2","70+",17
2021-11-04,"dose3","70+",93
2021-11-04,"dose2","70+",8
2021-11-05,"dose3","70+",90
2021-11-05,"dose2","70+",16
2021-11-06,"dose3","70+",37
2021-11-06,"dose2","70+",3
2021-11-08,"dose3","70+",122
2021-11-08,"dose2","70+",12
2021-11-09,"dose3","70+",121
2021-11-09,"dose2","70+",8
2021-11-10,"dose3","70+",146
2021-11-10,"dose2","70+",15
2021-11-11,"dose3","70+",1
2021-11-12,"dose3","70+",94
2021-11-12,"dose2","70+",11
2021-11-13,"dose3","70+",18
2021-11-13,"dose2","70+",2
2021-11-15,"dose3","70+",121
2021-11-15,"dose2","70+",14
2021-11-16,"dose3","70+",134
2021-11-16,"dose2","70+",13
2021-11-17,"dose3","70+",103
2021-11-17,"dose2","70+",8
2021-11-18,"dose3","70+",130
2021-11-18,"dose2","70+",15
2021-11-19,"dose3","70+",123
2021-11-19,"dose2","70+",19
2021-11-20,"dose3","70+",67
2021-11-20,"dose2","70+",8
2021-11-22,"dose3","70+",150
2021-11-22,"dose2","70+",11
2021-11-23,"dose3","70+",139
2021-11-23,"dose2","70+",10
2021-11-24,"dose3","70+",105
2021-11-24,"dose2","70+",15
2021-11-25,"dose3","70+",102
2021-11-25,"dose2","70+",18
2021-11-26,"dose3","70+",93
2021-11-26,"dose2","70+",12
2021-11-27,"dose3","70+",47
2021-11-27,"dose2","70+",7
2021-11-29,"dose3","70+",137
2021-11-29,"dose2","70+",25
2021-11-30,"dose3","70+",143
2021-11-30,"dose2","70+",6
2021-12-01,"dose3","70+",143
2021-12-01,"dose2","70+",19
2021-12-02,"dose3","70+",131
2021-12-02,"dose2","70+",13
2021-12-03,"dose3","70+",145
2021-12-03,"dose2","70+",13
2021-12-04,"dose3","70+",55
2021-12-04,"dose2","70+",10
2021-12-05,"dose3","70+",1
2021-12-06,"dose3","70+",123
2021-12-06,"dose2","70+",15
2021-12-07,"dose3","70+",147
2021-12-07,"dose2","70+",10
2021-12-08,"dose3","70+",89
2021-12-08,"dose2","70+",14
2021-12-09,"dose3","70+",112
2021-12-09,"dose2","70+",12
2021-12-10,"dose3","70+",65
2021-12-10,"dose2","70+",7
2021-12-11,"dose3","70+",49
2021-12-11,"dose2","70+",11
2021-12-12,"dose3","70+",15
2021-12-13,"dose3","70+",93
2021-12-13,"dose2","70+",15
2021-12-14,"dose3","70+",95
2021-12-14,"dose2","70+",11
2021-12-15,"dose3","70+",101
2021-12-15,"dose2","70+",10
2021-12-16,"dose3","70+",95
2021-12-16,"dose2","70+",12
2021-12-17,"dose3","70+",92
2021-12-17,"dose2","70+",15
2021-12-18,"dose3","70+",75
2021-12-18,"dose2","70+",6
2021-12-19,"dose3","70+",50
2021-12-19,"dose2","70+",2
2021-12-20,"dose3","70+",84
2021-12-20,"dose2","70+",19
2021-12-21,"dose3","70+",105
2021-12-21,"dose2","70+",21
2021-12-22,"dose3","70+",67
2021-12-22,"dose2","70+",20
2021-12-23,"dose3","70+",69
2021-12-23,"dose2","70+",12
2021-12-24,"dose3","70+",11
2021-12-24,"dose2","70+",4
2021-12-27,"dose3","70+",53
2021-12-27,"dose2","70+",13
2021-12-28,"dose3","70+",65
2021-12-28,"dose2","70+",19
2021-12-29,"dose3","70+",50
2021-12-29,"dose2","70+",16
2021-12-30,"dose3","70+",63
2021-12-30,"dose2","70+",15
2021-12-31,"dose3","70+",12
2021-12-31,"dose2","70+",2
2022-01-03,"dose3","70+",53
2022-01-03,"dose2","70+",7
2022-01-04,"dose3","70+",68
2022-01-04,"dose2","70+",17
2022-01-05,"dose3","70+",57
2022-01-05,"dose2","70+",14
2022-01-06,"dose3","70+",67
2022-01-06,"dose2","70+",20
2022-01-07,"dose3","70+",60
2022-01-07,"dose2","70+",10
2022-01-08,"dose3","70+",36
2022-01-08,"dose2","70+",5
2022-01-09,"dose3","70+",31
2022-01-09,"dose2","70+",3
2022-01-10,"dose3","70+",60
2022-01-10,"dose2","70+",13
2022-01-11,"dose3","70+",56
2022-01-11,"dose2","70+",11
2022-01-12,"dose3","70+",90
2022-01-12,"dose2","70+",14
2022-01-13,"dose3","70+",58
2022-01-13,"dose2","70+",5
2022-01-14,"dose3","70+",26
2022-01-14,"dose2","70+",3
2022-01-15,"dose3","70+",45
2022-01-15,"dose2","70+",10
2022-01-16,"dose3","70+",25
2022-01-17,"dose3","70+",74
2022-01-17,"dose2","70+",14
2022-01-18,"dose3","70+",107
2022-01-18,"dose2","70+",15
2022-01-19,"dose3","70+",66
2022-01-19,"dose2","70+",9
2022-01-20,"dose3","70+",54
2022-01-20,"dose2","70+",8
2022-01-21,"dose3","70+",41
2022-01-21,"dose2","70+",7
2022-01-22,"dose3","70+",21
2022-01-22,"dose2","70+",3
2022-01-24,"dose3","70+",74
2022-01-24,"dose2","70+",12
2022-01-25,"dose3","70+",55
2022-01-25,"dose2","70+",10
2022-01-26,"dose3","70+",52
2022-01-26,"dose2","70+",4
2022-01-27,"dose3","70+",46
2022-01-27,"dose2","70+",5
2022-01-28,"dose3","70+",39
2022-01-28,"dose2","70+",10
2022-01-29,"dose3","70+",36
2022-01-29,"dose2","70+",2
2022-01-31,"dose3","70+",27
2022-01-31,"dose2","70+",3
2022-02-01,"dose3","70+",61
2022-02-01,"dose2","70+",8
2022-02-02,"dose3","70+",44
2022-02-02,"dose2","70+",10
2022-02-03,"dose3","70+",57
2022-02-03,"dose2","70+",3
2022-02-04,"dose3","70+",27
2022-02-04,"dose2","70+",4
2022-02-05,"dose3","70+",33
2022-02-05,"dose2","70+",6
2022-02-06,"dose3","70+",14
2022-02-07,"dose3","70+",47
2022-02-07,"dose2","70+",6
2022-02-08,"dose3","70+",64
2022-02-08,"dose2","70+",12
2022-02-09,"dose3","70+",40
2022-02-09,"dose2","70+",3
2022-02-10,"dose3","70+",52
2022-02-10,"dose2","70+",2
2022-02-11,"dose3","70+",27
2022-02-11,"dose2","70+",4
2022-02-12,"dose3","70+",31
2022-02-12,"dose2","70+",2
2022-02-13,"dose3","70+",6
2022-02-13,"dose2","70+",2
2022-02-14,"dose3","70+",28
2022-02-14,"dose2","70+",9
2022-02-15,"dose3","70+",31
2022-02-15,"dose2","70+",16
2022-02-16,"dose3","70+",66
2022-02-16,"dose2","70+",2
2022-02-17,"dose3","70+",39
2022-02-17,"dose2","70+",3
2022-02-18,"dose3","70+",31
2022-02-18,"dose2","70+",5
2022-02-19,"dose3","70+",7
2022-02-19,"dose2","70+",2
2022-02-20,"dose3","70+",7
2022-02-20,"dose2","70+",1
2022-02-21,"dose3","70+",37
2022-02-21,"dose2","70+",9
2022-02-22,"dose3","70+",36
2022-02-22,"dose2","70+",7
2022-02-23,"dose3","70+",27
2022-02-23,"dose2","70+",5
2022-02-24,"dose3","70+",33
2022-02-24,"dose2","70+",2
2022-02-25,"dose3","70+",14
2022-02-25,"dose2","70+",1
2022-02-26,"dose3","70+",1
2022-02-28,"dose3","70+",20
2022-02-28,"dose2","70+",4
2022-03-01,"dose3","70+",28
2022-03-01,"dose2","70+",2
2022-03-02,"dose3","70+",16
2022-03-02,"dose2","70+",5
2022-03-03,"dose3","70+",15
2022-03-03,"dose2","70+",1
2022-03-04,"dose3","70+",15
2022-03-04,"dose2","70+",6
2022-03-07,"dose3","70+",9
2022-03-07,"dose2","70+",2
2022-03-08,"dose3","70+",13
2022-03-08,"dose2","70+",2
2022-03-09,"dose3","70+",8
2022-03-10,"dose3","70+",9
2022-03-11,"dose3","70+",8
2022-03-11,"dose2","70+",1
2022-03-14,"dose3","70+",7
2022-03-14,"dose2","70+",1
2022-03-15,"dose3","70+",18
2022-03-15,"dose2","70+",4
2022-03-16,"dose3","70+",5
2022-03-17,"dose3","70+",6
2022-03-17,"dose2","70+",1
2022-03-18,"dose3","70+",2
2022-03-18,"dose2","70+",1
2022-03-21,"dose3","70+",10
2022-03-21,"dose2","70+",1
2022-03-22,"dose3","70+",6
2022-03-23,"dose3","70+",14
2022-03-23,"dose2","70+",1
2022-03-24,"dose3","70+",8
2022-03-24,"dose2","70+",2
2022-03-25,"dose3","70+",8
2022-03-25,"dose2","70+",1
2022-03-28,"dose3","70+",7
2022-03-29,"dose3","70+",6
2022-03-30,"dose3","70+",7
2022-03-30,"dose2","70+",1
2022-03-31,"dose3","70+",2
2022-04-01,"dose3","70+",3
2022-04-01,"dose2","70+",1
2022-04-02,"dose3","70+",1
2022-04-04,"dose3","70+",8
2022-04-04,"dose2","70+",2
2022-04-05,"dose3","70+",7
2022-04-06,"dose3","70+",7
2022-04-06,"dose2","70+",1
2022-04-07,"dose3","70+",10
2022-04-08,"dose3","70+",7
2022-04-08,"dose2","70+",1
2022-04-11,"dose3","70+",4
2022-04-11,"dose2","70+",1
2022-04-12,"dose3","70+",6
2022-04-12,"dose2","70+",2
2022-04-13,"dose3","70+",5
2022-04-14,"dose3","70+",7
2022-04-16,"dose3","70+",1
2022-04-19,"dose3","70+",14
2022-04-19,"dose2","70+",2
2022-04-20,"dose3","70+",5
2022-04-21,"dose3","70+",5
2022-04-22,"dose3","70+",10
2022-04-25,"dose3","70+",5
2022-04-25,"dose2","70+",1
2022-04-26,"dose3","70+",10
2022-04-26,"dose2","70+",1
2022-04-27,"dose3","70+",7
2022-04-28,"dose3","70+",12
2022-04-28,"dose2","70+",1
2022-04-29,"dose3","70+",14
2022-04-30,"dose3","70+",18
2022-05-02,"dose3","70+",11
2022-05-02,"dose2","70+",1
2022-05-03,"dose3","70+",10
2022-05-03,"dose2","70+",1
2022-05-04,"dose3","70+",8
2022-05-04,"dose2","70+",1
2022-05-05,"dose3","70+",11
2022-05-06,"dose3","70+",20
2022-05-06,"dose2","70+",1
2022-05-09,"dose3","70+",13
2022-05-09,"dose2","70+",2
2022-05-10,"dose3","70+",20
2022-05-11,"dose3","70+",11
2022-05-12,"dose3","70+",20
2022-05-13,"dose3","70+",8
2022-05-16,"dose3","70+",10
2022-05-16,"dose2","70+",2
